X,Y,OBJECTID,SCHOOL_NAME,SCHOOL_TYPE,TYPE_DESC,GRADES,ADDRESS,CITY,ZIP,WEB_ADDRESS,PHONE,REGION,SCH_YR,CreationDate,Creator,EditDate,Editor
-77.2081972310586,38.8272352638585,4077,ANNANDALE TERRACE,ES,Elementary School,K-5,7604 HERALD ST,ANNANDALE,22003,https://annandaleterracees.fcps.edu/,7036585600,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2155401393758,38.8222723610177,4078,BRADDOCK,ES,Elementary School,K-5,7825 HERITAGE DR,ANNANDALE,22003,https://braddockes.fcps.edu/,7039147300,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.266594220252,38.8261800931219,4079,LITTLE RUN,ES,Elementary School,K-6,4511 OLLEY LN,FAIRFAX,22032,https://littlerunes.fcps.edu/,7035033500,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2766257767928,38.8311746260033,4080,OLDE CREEK,ES,Elementary School,K-6,9524 OLD CREEK DR,FAIRFAX,22032,https://oldecreekes.fcps.edu/,7034263100,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3798908314032,38.8318825860783,4081,WILLOW SPRINGS,ES,Elementary School,K-6,5400 WILLOW SPRINGS SCHOOL RD,FAIRFAX,22030,https://willowspringses.fcps.edu/,7036796000,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4176313791446,38.8204380517095,4082,UNION MILL,ES,Elementary School,K-6,13611 SPRINGSTONE DR,CLIFTON,20124,https://unionmilles.fcps.edu/,7033228500,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4406491760593,38.8196625886711,4083,CENTREVILLE,ES,Elementary School,K-6,14330 GREEN TRAILS BLVD,CENTREVILLE,20121,https://centrevillees.fcps.edu/,7035023500,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4455671349294,38.8257935722041,4084,CENTRE RIDGE,ES,Elementary School,K-6,14400 NEW BRADDOCK RD,CENTREVILLE,20121,https://centreridgees.fcps.edu/,7032272600,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4755281043991,38.8286628480282,4085,BULL RUN,ES,Elementary School,K-6,15301 LEE HWY,CENTREVILLE,20121,https://bullrunes.fcps.edu/,7032271400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2860743768372,38.8698952123818,4086,MOSAIC,ES,Elementary School,K-6,9819 FIVE OAKS RD,FAIRFAX,22031,https://mosaices.fcps.edu/,7039371600,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3256731074341,38.8640647091704,4087,PROVIDENCE,ES,Elementary School,K-6,3616 JERMANTOWN RD,FAIRFAX,22030,https://providencees.fcps.edu/,7034604400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3943925780714,38.8714213558314,4088,GREENBRIAR EAST,ES,Elementary School,K-6,13006 POINT PLEASANT DR,FAIRFAX,22033,https://greenbriareastes.fcps.edu/,7036336400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4148263406067,38.8627653300567,4089,POPLAR TREE,ES,Elementary School,K-6,13440 MELVILLE LN,CHANTILLY,20151,https://poplartreees.fcps.edu/,7036337400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.458516850243,38.865718117931,4090,CUB RUN,ES,Elementary School,K-6,5301 SULLY STATION DR,CENTREVILLE,20120,https://cubrunes.fcps.edu/,7036337500,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1810854635538,38.8529465798977,4091,BEECH TREE,ES,Elementary School,K-5,3401 BEECHTREE LN,FALLS CHURCH,22042,https://beechtreees.fcps.edu/,7035312600,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1687061425379,38.8558013991018,4092,SLEEPY HOLLOW,ES,Elementary School,K-5,3333 SLEEPY HOLLOW RD,FALLS CHURCH,22044,https://sleepyhollowes.fcps.edu/,7032377000,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2500817343457,38.8922970209941,4093,CUNNINGHAM PARK,ES,Elementary School,K-6,1001 PARK ST SE ,VIENNA,22180,https://cunninghamparkes.fcps.edu/,7032555600,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2632673206305,38.9011463802941,4094,VIENNA,ES,Elementary School,K-6,128 CENTER ST S,VIENNA,22180,https://viennaes.fcps.edu/,7039376000,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2847705160474,38.8960755623051,4095,FLINT HILL,ES,Elementary School,K-6,2444 FLINT HILL RD,VIENNA,22181,https://flinthilles.fcps.edu/,7032426100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2666276232685,38.8822635900049,4096,MARSHALL ROAD,ES,Elementary School,K-6,730 MARSHALL RD SW,VIENNA,22180,https://marshallroades.fcps.edu/,7039371500,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3042827951774,38.8801879942633,4097,OAKTON,ES,Elementary School,K-6,3000 CHAIN BRIDGE RD,OAKTON,22124,https://oaktones.fcps.edu/,7039376100,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3447841865136,38.8763830528777,4098,WAPLES MILL,ES,Elementary School,K-6,11509 WAPLES MILL RD,OAKTON,22124,https://waplesmilles.fcps.edu/,7033907700,1,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4056521160396,38.8763379980207,4099,GREENBRIAR WEST,ES,Elementary School,K-6,13300 POPLAR TREE RD,FAIRFAX,22033,https://greenbriarwestes.fcps.edu/,7036336700,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4192737195324,38.8823971792513,4100,BROOKFIELD,ES,Elementary School,K-6,4200 LEES CORNER RD,CHANTILLY,20151,https://brookfieldes.fcps.edu/,7038148700,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.32354098373,38.8399871001375,4101,FAIRFAX VILLA,ES,Elementary School,K-6,10900 SANTA CLARA DR,FAIRFAX,22030,https://fairfaxvillaes.fcps.edu/,7032672800,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.4079905346286,38.8461483842305,4102,POWELL,ES,Elementary School,K-6,13340 LELAND RD,CENTREVILLE,20120,https://powelles.fcps.edu/,5715226000,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3097518147785,38.8040757644683,4103,BONNIE BRAE,ES,Elementary School,K-6,5420 SIDEBURN RD,FAIRFAX,22032,https://bonniebraees.fcps.edu/,7033213900,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3245645278673,38.7976861500472,4104,FAIRVIEW,ES,Elementary School,K-6,5815 OX RD,FAIRFAX STATION,22039,https://fairviewes.fcps.edu/,7035033700,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0795897487312,38.7850946437202,4105,MOUNT EAGLE,ES,Elementary School,K-6,6116 N KINGS HWY,ALEXANDRIA,22303,https://mounteaglees.fcps.edu/,7037212100,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1173526164727,38.781910709642,4106,ROSE HILL,ES,Elementary School,K-6,6301 ROSE HILL DR,ALEXANDRIA,22310,https://rosehilles.fcps.edu/,7033134200,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2980171190847,38.7854752846626,4107,TERRA CENTRE,ES,Elementary School,K-6,6000 BURKE CENTRE PKWY,BURKE,22015,https://terracentrees.fcps.edu/,7032491400,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0610355045928,38.7719600280004,4108,BELLE VIEW,ES,Elementary School,K-6,6701 FORT HUNT RD,ALEXANDRIA,22307,https://belleviewes.fcps.edu/,7036608300,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0740440630726,38.7665852374086,4109,BUCKNELL,ES,Elementary School,K-6,6925 UNIVERSITY DR,ALEXANDRIA,22307,https://bucknelles.fcps.edu/,7036602900,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0949745459911,38.7688053564729,4110,GROVETON,ES,Elementary School,K-6,6900 HARRISON LN,ALEXANDRIA,22306,https://grovetones.fcps.edu/,7037188000,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1695841516509,38.776250456235,4111,FORESTDALE,ES,Elementary School,K-6,6530 ELDER AVE,SPRINGFIELD,22150,https://forestdalees.fcps.edu/,7033134300,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1899309303035,38.777518803775,4112,GARFIELD,ES,Elementary School,K-6,7101 OLD KEENE MILL RD,SPRINGFIELD,22150,https://garfieldes.fcps.edu/,7039232900,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2192544078076,38.7692373308107,4113,WEST SPRINGFIELD,ES,Elementary School,K-6,6802 DELAND DR,SPRINGFIELD,22152,https://westspringfieldes.fcps.edu/,7039133800,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2314250085432,38.7689225000695,4114,ROLLING VALLEY,ES,Elementary School,K-6,6703 BARNACK DR,SPRINGFIELD,22152,https://rollingvalleyes.fcps.edu/,7039232700,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2554551633396,38.7658720302068,4115,ORANGE HUNT,ES,Elementary School,K-6,6820 SYDENSTRICKER RD,SPRINGFIELD,22152,https://orangehuntes.fcps.edu/,7039136800,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2844195754903,38.7680679771144,4116,CHERRY RUN,ES,Elementary School,K-6,9732 IRONMASTER DR,BURKE,22015,https://cherryrunes.fcps.edu/,7039232800,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0716923842511,38.7504813943802,4117,HOLLIN MEADOWS,ES,Elementary School,K-6,2310 NORDOK PL,ALEXANDRIA,22306,https://hollinmeadowses.fcps.edu/,7037188300,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0896351932218,38.7589869969539,4118,HYBLA VALLEY,ES,Elementary School,K-6,3415 LOCKHEED BLVD,ALEXANDRIA,22306,https://hyblavalleyes.fcps.edu/,7037187000,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1573343214641,38.7610805923798,4119,LANE,ES,Elementary School,K-6,7137 BEULAH ST,ALEXANDRIA,22315,https://lanees.fcps.edu/,7039247700,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.243665928003,38.7620940366246,4120,HUNT VALLEY,ES,Elementary School,K-6,7107 SYDENSTRICKER RD,SPRINGFIELD,22152,https://huntvalleyes.fcps.edu/,7039138800,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2724819492676,38.7551638836514,4121,SANGSTER,ES,Elementary School,K-6,7420 RESERVATION DR,SPRINGFIELD,22153,https://sangsteres.fcps.edu/,7036448200,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2958537922949,38.8140378605603,4122,LAUREL RIDGE,ES,Elementary School,K-6,10110 COMMONWEALTH BLVD,FAIRFAX,22032,https://laurelridgees.fcps.edu/,7034263700,4,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3098417196668,38.8188424476963,4123,OAK VIEW,ES,Elementary School,K-6,5004 SIDEBURN RD,FAIRFAX,22032,https://oakviewes.fcps.edu/,7037647100,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.0913673282394,38.8001846129136,4124,CAMERON,ES,Elementary School,K-6,3434 CAMPBELL DR,ALEXANDRIA,22303,https://camerones.fcps.edu/,7033292100,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.1111908404522,38.7948868521658,4125,CLERMONT,ES,Elementary School,K-6,5720 CLERMONT DR,ALEXANDRIA,22310,https://clermontes.fcps.edu/,7039212400,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.185839774956,38.7921089796557,4126,LYNBROOK,ES,Elementary School,K-6,5801 BACKLICK RD,SPRINGFIELD,22150,https://lynbrookes.fcps.edu/,7038662940,3,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2071622165314,38.801567213758,4127,NORTH SPRINGFIELD,ES,Elementary School,K-5,7602 HEMING CT,SPRINGFIELD,22151,https://northspringfieldes.fcps.edu/,7036585500,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2250898916782,38.8482799204194,4128,CAMELOT,ES,Elementary School,K-6,8100 GUINEVERE DR,ANNANDALE,22003,https://camelotes.fcps.edu/,7036457000,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2137583202427,38.8519357614738,4129,WOODBURN,ES,Elementary School,K-6,3401 HEMLOCK DR,FALLS CHURCH,22042,https://woodburnes.fcps.edu/,7036418200,2,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.2958347403414,38.8521327277344,4130,DANIELS RUN,ES,Elementary School,K-6,3705 OLD LEE HWY,FAIRFAX,22030,https://danielsrunes.fcps.edu/,7032798400,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
-77.3628729153986,38.8514018649021,4131,EAGLE VIEW,ES,Elementary School,K-6,4500 DIXIE HILL RD,FAIRFAX,22030,https://eagleviewes.fcps.edu/,7033223100,5,2021_22,2021/11/06 05:02:34.558+00,FairfaxCounty,2021/11/06 05:02:34.558+00,FairfaxCounty
